product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,social connectedness,environment,self_sufficiency,transparency_authenticity,tradition,individuality,diversity_equality,privacy,status,thrift_value,innovation,fun_adventure,health
HDMI Cable 15 feet,Electronics,5,0,0,N,Y,"Good video and audio quality, shipped fast","I got this to connect my laptop to my 26\\"" (720p) HDTV. Connection is extremely easy, as its a simple plug and play type of set-up. Video quality is rich and fills the full screen. I think the cable can support up to 1080p, but I don't have a 1080p TV, so I cannot confirm that. Audio quality works seamlessly as well. According to research I did on Google, there is no noticeable difference in quality between the $60 cables sold in stores and the $6 cables sold online, until you get to very long length cables. At 15', this cable is certainly long enough for me, and is WAY cheaper than the alternative, so I would certainly recommend it to anyone.",9/5/2011,0,0,0,0,0,0,0,0,0,1,0,0,0
"6 Pcs Tenergy Sub C 2200mAh NiCd Rechargeable Battery w/ Tabs 1.2V for POWER TOOLS, ETC",Electronics,5,0,0,N,Y,Rechargeable Sub C Cell,I needed these batteries to replace the leaking batteries in my home burgular alarm. They seem to be working just fine.,5/26/2013,0,0,0,0,0,0,0,0,0,0,0,0,0
General Projector Remote Control For Hitachi CP-X1 CP-X2 CP-X200 CP-X2011 CP-X2015WN CP-X2010 CP-X2015WN CP-X2020 CP-X2021WN,Electronics,5,0,0,N,Y,Five Stars,Great product,9/24/2014,0,0,0,0,0,0,0,0,0,0,0,0,0
"6 FT Mini Plug 3.5mm 1/8"" Audio Extension Cable",Electronics,5,0,0,N,Y,Very Inexpensive Option,"Well, this review doesn't need to be too long. Here are the pros:<br /><br />1.) $1.42 -- How does anybody turn a profit to ship something in a padded envelope for a little over a dollar? Great bargain!<br />2.) Sturdy cable -- The wire gauge is posted, but just to give some feedback, these are not the little flimsy ones you sometimes see. This is a very sturdy cable.<br />3.) Sound quality -- This is being used to connect an Iphone to aftermarket automobile 3.5mm jack. The goal is more functionality than quality of sound, but there is no noticeable difference between using this cable over the short lead that is attached to the stereo.<br /><br />Cons: It's hard to think of any...",2/25/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
BESTEK 200W Converter,Electronics,5,0,0,N,Y,Great little workhorse,"We took this on our recent trip to Europe. All the ports work. It charged our iphone, ipad mini, samsung note 2 and nook hd. Great little workhorse. Nice to be able to charge all our electronics at one time.",9/3/2014,0,0,0,0,0,0,0,0,0,1,1,0,0
Definitive Technology Pro-Mount 90 - Pair (Black),Electronics,4,3,4,N,Y,"Very solid, worth every penny","I opted for these over the plastic aftermarket alternatives and I'm glad I did. These things are extremely solid. The only complaint is that their dimensions do not allow for the speakers to be rotated a complete 90 degrees (rear surrounds for example); they don't quite stick out far enough and the speaker will hit the wall before it reaches 90 degrees. I somewhat expected this but wished for just another inch, maybe less, of extension from the wall. Still, a wonderfully made product worthy of the awesome ProCinema speakers they support.",9/4/2010,0,0,0,0,0,0,0,0,0,1,0,0,0
RCA Speaker Wire,Electronics,4,0,0,N,Y,very good,"very well, nice desing, it's for anyone, easy to use, i like it. i reccomended. the seller was excellent too. just have to take care, cause it arrived like broke.",4/24/2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Xmi Pte. Limited X-mini MAX II Stereo Capsule Speaker,Electronics,2,0,0,N,N,Speaker Blew,"Used them for about a week then on of the speakers blew, just sounds fuzzy now.<br /><br />should be some kind of a limiter on there or something.<br /><br />It's a shame because i really liked these speakers, compact and easy to use.<br /><br />I'd also rather have something where you don't have to switch off the speaker every time, so when you unplug the USB the battery turns of also, then you press a button to use the battery.",2/24/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
Sony ICF-C318 Clock Radio with Dual Alarm (Black) (Discontinued by Manufacturer),Electronics,4,0,0,N,Y,Great Clock for the Price,"Needed a new alarm clock, nothing fancy, but had to be dependable with easy to read numbers, yet soft on the eyes. The Sony display numbers are 0.9” tall in a light green LED, which are very good. This Sony device fits the bill with a fairly small footprint (approx 6” wide, 6” deep and 3.25” high). In fact, for the money paid, it comes with a couple of features that, for me, are a bonus. First, it has Automatic Time Set, which is adjusted by your time zone, and should never have to be reset with the built-in lithium battery. With that is a daylight savings time adjustment feature that works automatically with the built-in calendar. This is not a huge deal, but a very nice convenience. But I did get this primarily for its alarm feature and it does not disappoint. There are two alarm settings (A and B) and I use A for weekdays and B for weekends. Nice and convenient. While it does have a snooze control that works, I do not particularly use that feature, but it is there if and when needed. The tuner is pretty good and will, more than likely, be affected by how well AM and FM signals are in your specific area. For me, I am able to capture my favorite few stations. Overall, this Sony AM/FM Clock Radio is a very good purchase.",2/7/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"Comply Foam Premium Earphone Tips - Isolation T-100 (Black, 3 Pairs, Large)",Electronics,1,0,0,N,Y,Don't buy for Jaybird!,"If your buying these for the Jaybird bluebud X headphones these DO NOT FIT! even after reading multiple reviewers saying they will fit, trust me they do not!",5/23/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Yung SD200-6 200W Class D Subwoofer Plate Amplifier Module with 6 dB @ 35 Hz,Electronics,5,1,1,N,Y,Five Stars,Lightweight but very powerful!,4/30/2015,0,0,0,0,0,0,0,0,0,1,1,0,0
"Amplified HD Digital Outdoor HDTV Antenna 150 Miles Long Range with Motorized 360 Degree Rotation, UHF/VHF/FM Radio with Infrared Remote Control",Electronics,3,0,0,N,Y,"picture is nice, bright and clear","When the stations come in, picture is nice, bright and clear. Only drawbacks are that the stations fade in and out and you cant tell what direction the antenna is turning when you move it with the remote. I know that station location and distances are a big factor. For the money, its a good deal.",9/30/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"High Speed HDMI Cable (1.5 Feet) With Ethernet - CL3 Certified - Supports 3D and Audio Return Channel, 1-Pack",Electronics,5,0,0,N,Y,Five Stars,Muy bueno...,2/4/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyle Home iPod iPhone4 4S Dock with wireless Speakers with Aux Input For All Other Mp3 Players Android Phones / iPhone 5,Electronics,2,0,0,N,Y,Disappointing,"I purchased this docking station/speaker set after checking out reviews and watching a Youtube video on its simplicity. I like the idea of the detachable speakers, but the unit did not function very well and I returned it. It's affordable and may be appropriate for a dorm room or the like.",8/8/2012,0,0,0,0,0,1,0,0,0,1,0,0,0
Sony Stereo Bluetooth Headset,Electronics,5,0,0,N,N,Tough as nails and sound awesome,I've had these guys for nearly 4 years now. They are still the best bluetooth headphones I've put on.<br /><br />Old but still by far the best I've used (10+ others).<br /><br />- Insanely comfortable over-the-ear (even when you have big ears like me).<br />- Battery lasts days and days without charge even after 3+ years.<br />- Sound quality is still the best bluetooth I've found.<br />- Robust as hell. I treat these things rough as hell and there's now a small rattle when I shake my head around. That's it.,10/15/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"Maxell DVD-JC10 DVD Storage Case, 10 Pack",Electronics,5,0,2,N,N,DVD Cases,"Was just what I ordered, fast service too. Just wish they would have had more in stock at time of purchase.",1/9/2007,0,0,0,0,0,0,0,0,0,1,0,0,0
Replacement Laptop Ac Adapter Charger for COMPAQ PRESARIO C300 C500 F500 F700,Electronics,2,2,2,N,N,You get what you pay for...,"I've had this adapter for almost a month and when I first bought it it worked great. Now when I plug it into the computer the light on the adapter blinks, and the light around the part where you plug the charger into the computer also blinks and it no longer charges. This and a lot of the adapter sold on amazon are a complete waste of money.",6/30/2011,0,0,0,0,0,0,0,0,1,1,0,0,0
"Tripp Lite HDMI Audio De-Embedder / Extractor, UHD 4K x 2K @ 30Hz",Electronics,5,0,0,N,Y,"It works, and it's genuine if bought directly from Amazon","Good manufacturing quality, and it's a Genuine Tripp-Lite product. I've used it to plug my Raspberry Pi to my old DVI monitor.<br /><br />Be sure to buy this directly from Amazon and not from somebody else that uses the Amazon Fulfillment, otherwise you could get a fake!",10/6/2013,0,0,0,0,0,0,0,0,1,1,0,0,0
Philips SHE5910 Virtual Surround Sound In-Ear Headphones,Electronics,2,1,2,N,N,Very Good Sound; fall out of ear; no tip replacements available,"Relatively inexpensive, ~$15. I find they have very good sound. They come with 2 sets of silicone adapters. One set is HUGE, the other still big. I'm a six foot tall man and they loosen from the ear canal when walking. Kids, like my son, will loose the silicone tips and then there's no replacement available, rendering them useless. If it weren't for excellent sound quality, I'd have given them 1 Star.",11/4/2008,1,0,0,0,0,0,0,0,0,1,0,0,0
SANOXY laptop coolers,Electronics,3,0,0,N,Y,Three Stars,Thankyou much!,1/29/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
1byone OUS00-0565 Shiny Antenna Super Thin HDTV Antenna with 16.5ft High Performance Coaxial Cable,Electronics,5,276,307,N,N,Fantastic antenna,"I was provided this antenna free for an honest review. It just so happened I was in desperate need.<br /><br />I have not had cable for about 5 years now. It was just getting ridiculous. So, like many others, I bought an antenna to get local channels. I tried three or four antennas of various cost, and it was always chopping and crappy. I could never get a solid digital signal. I gave up on ever seeing my local channels again.<br /><br />This antenna, on the other hand, is totally different. It has a pretty good range on its own (despite being paper thin), but it also has a signal booster. It is powered by USB if you have a USB port on your TV (most TVs have this, and it says &#34;for service only,&#34; but it works great); if not, there is a little power adapter you can also attach. The cords are all nice and long.<br /><br />With this antenna, I am getting channels I didn't even know existed in the area. My local channels are clear as can be, no choppiness at all, and I get the public channels as well. I'm thrilled! I had given up on ever seeing them again, but now I have them, for free, with this antenna, which works where other antennas totally failed me.",4/15/2015,0,0,0,0,0,0,0,0,0,1,1,0,0
Sony Mini CD-R 22-Min 200 MB Spindle (50-Pack) (Discontinued by Manufacturer),Electronics,3,2,3,N,Y,Mini Discs,"These discs are great, but for the Mavica recomended cameras that use them, I continue to get disc errors with the Sony brand. Though I do have to say, they are much cheaper than the Mavica's. I will continue to use them whether or not I get errors, because of their price... I just hope I don't lose too many pics from it.",3/12/2007,0,0,0,0,0,0,0,0,1,1,0,0,0
Memorex Blank Media 52X 700MB 80 Minute CD-R 110 Pack Spindle (32020034024),Electronics,5,2,3,N,N,Good Quality; Great Price,Combined with free shipping makes this site worth buying these from. Shipment came very prompt as well.,8/23/2006,0,0,0,0,0,0,0,0,0,1,0,0,0
"VideoSecu ML531BE TV Wall Mount for most 22""-55"" LED LCD Plasma Flat Screen Monitor up to 88 lb VESA 400x400 with Full Motion Swivel Articulating 20 in Extension Arm, HDMI Cable & Bubble Level WP5",Electronics,5,0,0,N,Y,easy to put together and the level is actually accurate,"easy to put together and the level is actually accurate. I have it holding up my 40&#34; Samsung TV. it's not a heavy TV, but I like the quality of it.",1/12/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
OREI 3 in 1 Schuko Travel Adapter Plug with USB and Surge Protection,Electronics,4,0,0,N,Y,czech/hungary/austria/switz,"Works very well in czech republic, hungary and austria. When we got to Switzerland the hotels we stayed at had only one plug that it would work in(the plug where the TV was plugged in). All the rest of the plugs were either recessed diamond shaped and too small for the adapter or the prong holes were too small for the adapter. We unplugged the TV for one and utilized our power convert with small prongs for other chargers. Two in one function was excellent as we had 3 cameras, one video camera,a tablet and an I-touch that needed charging(electronics you get when you take kids with you). They had to stay in touch with their friends via facebook every night.",8/9/2012,0,0,0,0,0,1,0,0,0,1,0,0,0
